gene_id	MTLE1_FPKM	MTLE2_FPKM	CTRL3_FPKM
ENSG00000006534	0.270278	0.181188	0.955252
ENSG00000006555	0	0	0
ENSG00000006576	1.27546	1.95108	1.0905
ENSG00000006606	0	0	0
ENSG00000006607	1.09741	1.73225	0.145604
ENSG00000006611	10.784	6.78891	4.74568
ENSG00000006625	7.71762	10.0788	4.8809
ENSG00000006634	1.05452	0	1.37394
ENSG00000006638	0	0.415562	0
ENSG00000006652	12.5747	8.94239	5.29874
ENSG00000006659	0	0	0
ENSG00000006695	0.401434	0.493062	1.55424
ENSG00000006704	1.989	2.05645	0.207473
ENSG00000006712	3.2455	2.84538	6.01744
ENSG00000006715	5.09998	5.55958	7.26913
ENSG00000006740	0.777042	2.01406	2.85812
ENSG00000006744	2.9045	3.5679	2.49789
ENSG00000006747	1.45778	0.477872	0.563868
ENSG00000006756	0.607386	0.349635	0.252541
ENSG00000006757	6.43322	3.07812	7.49573
ENSG00000006788	0	0	0
ENSG00000006831	6.04292	6.97604	17.5449
ENSG00000006837	0.0973168	6.49693	2.74105
ENSG00000007001	1.13992	0.735268	0.387881
ENSG00000007038	0	0	0
ENSG00000007047	1.51901	13.697	6.43461
ENSG00000007062	0.505923	0.886669	1.07696
ENSG00000007080	10.0805	8.99635	8.75114
ENSG00000007129	0.865054	0	0
ENSG00000007168	11.0525	90.7074	5.59518
ENSG00000007171	0	0	0
ENSG00000007174	4.59923	0.195586	0.614167
ENSG00000007202	2.08496	12.5537	2.14905
ENSG00000007216	0	0	0
ENSG00000007237	7.89505	12.3778	21.4236
ENSG00000007255	2.88782	3.56161	1.44493
ENSG00000007264	4.74326	5.81294	5.90637
ENSG00000007306	0	0	0
ENSG00000007312	0	0	0
ENSG00000007314	0	0	0
ENSG00000007341	1.01028	1.49138	0.731744
ENSG00000007350	0	0	0
ENSG00000007372	14.3665	3.07183	8.93879
ENSG00000007376	0.889301	0.824436	1.04704
ENSG00000007384	3.7128	2.01489	4.65841
ENSG00000007392	19.5327	18.1073	20.2815
ENSG00000007402	0.7466	0.895886	0.196887
ENSG00000007516	1.95275	3.66643	0.306856
ENSG00000007520	6.83864	3.2868	6.15294
ENSG00000007541	7.76771	10.1919	7.37287
ENSG00000007545	1.24244	0.8871	0.0548275
ENSG00000007866	0.439946	13.9239	0.107358
ENSG00000007908	0	0	0
ENSG00000007923	3.46676	2.00129	2.34424
ENSG00000007933	0	0	0
ENSG00000007944	0.828088	1.93861	0.593508
ENSG00000007952	0	0	0
ENSG00000007968	0	0	0
ENSG00000008018	30.0505	14.1844	13.5489
ENSG00000008056	12.596	22.1319	6.69007
ENSG00000008083	1.00206	1.69599	1.83658
ENSG00000008086	0.911281	9.89759	4.02989
ENSG00000008118	0.884914	0.983752	0.535465
ENSG00000008128	9.74062	23.0575	7.21901
ENSG00000008130	1.04319	1.41066	2.6607
ENSG00000008196	0	0	0
ENSG00000008197	0	0	0
ENSG00000008226	0.299156	0	0
ENSG00000008256	1.53777	1.53081	3.50462
ENSG00000008277	2.38868	3.78393	2.57882
ENSG00000008282	7.02032	8.3448	0.503457
ENSG00000008283	0.847227	0.759778	0.124321
ENSG00000008294	12.6097	17.721	30.1058
ENSG00000008300	0.572582	1.76749	2.09844
ENSG00000008311	2.09624	0.8333	0.700245
ENSG00000008323	0.167544	0	0
ENSG00000008324	5.57254	4.39904	0
ENSG00000008382	2.62179	3.17187	3.26706
ENSG00000008394	30.5873	42.2019	9.86305
ENSG00000008405	2.03868	1.45539	1.52304
ENSG00000008438	0	0	0
ENSG00000008441	17.9476	35.8138	15.2818
ENSG00000008513	0.681095	0.397521	0.0575157
ENSG00000008516	0.0778119	0.164022	0.548828
ENSG00000008517	2.00883	4.27922	0.942044
ENSG00000008710	7.60511	10.5745	5.8462
ENSG00000008735	3.53296	5.42939	4.01336
ENSG00000008838	18.8155	6.87755	18.1803
ENSG00000008853	1.26047	1.19352	0.913725
ENSG00000008869	1.03897	1.00256	0.462577
ENSG00000008952	55.6567	41.5555	75.1639
ENSG00000008988	852.739	690.028	672.414
ENSG00000009307	22.4263	161.055	32.0924
ENSG00000009335	1.63246	1.69064	1.66543
ENSG00000009413	11.6562	7.41131	4.24894
ENSG00000009694	0.337026	0.358997	0.0973711
ENSG00000009709	0.156669	0	0
ENSG00000009724	0	0	0
ENSG00000009765	0	0	0
ENSG00000009780	1.81419	6.86229	2.09801
ENSG00000009790	0.241492	0.325227	0
ENSG00000009830	0.679056	7.32786	2.06861
ENSG00000009844	3.86181	2.65113	2.42976
ENSG00000009950	0.540325	1.01477	2.57646
ENSG00000009954	2.28792	1.66689	2.62649
ENSG00000010017	4.29127	16.882	4.62981
ENSG00000010030	0.215584	0	0
ENSG00000010072	1.45422	0.702793	0.412241
ENSG00000010165	1.67448	0.998551	0.997203
ENSG00000010219	9.18157	4.23604	6.8345
ENSG00000010244	6.77319	32.0643	5.32402
ENSG00000010256	20.3121	9.27529	12.6713
ENSG00000010270	7.94889	4.84285	4.58952
ENSG00000010278	17.5238	19.0827	5.17765
ENSG00000010282	26.8273	25.2583	53.6609
ENSG00000010292	1.55794	0.917108	2.87306
ENSG00000010295	2.16378	6.02955	1.67688
ENSG00000010310	0.800744	0.216208	0.400868
ENSG00000010318	0.280106	2.02167	1.09233
ENSG00000010319	0.53469	0.478316	0.0583981
ENSG00000010322	5.14103	6.82977	4.80451
ENSG00000010327	3.66578	1.812	4.66049
ENSG00000010361	7.36452	5.82606	10.6087
ENSG00000010379	1.74663	4.83213	0.820312
ENSG00000010404	77.2695	107.349	85.1399
ENSG00000010438	21.0908	20.4368	43.8603
ENSG00000010539	0.139702	0.242693	1.39068
ENSG00000010610	0.608512	0.485115	1.0611
ENSG00000010626	9.81567	1.3875	5.82688
ENSG00000010671	0.665121	0.91911	0
ENSG00000010704	0.308167	0.070692	0.109415
ENSG00000010803	4.01981	7.0829	7.05292
ENSG00000010810	35.2277	90.8305	60.6902
ENSG00000010818	10.7566	1.49458	1.59181
ENSG00000010932	0	0.196587	0
ENSG00000011007	1.10929	1.16728	0.52203
ENSG00000011009	1.80306	9.9528	0.78119
ENSG00000011021	1.17387	1.79227	1.57885
ENSG00000011028	0.48815	0.431113	0.272395
ENSG00000011052	0	0	4.85184
ENSG00000011083	0.259511	0.328137	0.940793
ENSG00000011105	0.0571461	0.395327	0.144777
ENSG00000011114	0.748644	1.42021	1.21577
ENSG00000011132	3.3069	3.34153	0
ENSG00000011143	1.1554	0	0.169088
ENSG00000011198	3.25539	0.635321	1.34547
ENSG00000011201	2.36066	1.21536	0.213494
ENSG00000011243	4.70209	8.305	13.1981
ENSG00000011258	1.1981	1.4193	0.475474
ENSG00000011260	8.0707	1.58768	1.14828
ENSG00000011275	2.43574	7.97907	0.968414
ENSG00000011295	5.51615	6.29592	3.05687
ENSG00000011304	7.56333	2.36364	1.85582
ENSG00000011332	0.841234	1.63658	4.84104
ENSG00000011347	4.33217	4.38515	6.31645
ENSG00000011376	0.719823	2.70509	5.5311
ENSG00000011405	2.65362	4.17107	2.31605
ENSG00000011422	0.592542	0	0
ENSG00000011426	22.9309	44.5532	28.2943
ENSG00000011451	2.81723	2.32773	2.10329
ENSG00000011454	7.92945	4.3693	7.14268
ENSG00000011465	6.99414	5.04537	0
ENSG00000011478	1.5497	1.7144	3.56508
ENSG00000011485	2.24327	1.87334	7.64897
ENSG00000011523	1.99632	1.73845	0.955869
ENSG00000011566	4.56109	3.7821	5.40887
ENSG00000011590	0	0.146165	0.197755
ENSG00000011600	13.5917	5.1884	8.52577
ENSG00000011638	2.4049	1.55635	0
ENSG00000011677	3.04438	0.729036	0.472216
ENSG00000012048	1.39069	0.747618	0.966668
ENSG00000012061	12.0752	9.04772	5.67387
ENSG00000012124	3.39772	6.49481	1.93364
ENSG00000012171	13.6002	17.1577	7.25078
ENSG00000012174	0.365737	0.872547	0.179592
ENSG00000012211	0.284028	0	0
ENSG00000012223	1.22002	0.0938754	0
ENSG00000012232	1.57648	7.69985	1.2518
ENSG00000012504	0	0	0
ENSG00000012660	4.72718	4.63521	4.17065
ENSG00000012779	0.626082	3.4358	0.46861
ENSG00000012817	0.678336	1.06143	0
ENSG00000012822	5.28834	6.16074	6.12441
ENSG00000012963	2.90656	2.37376	2.93518
ENSG00000012983	5.06056	16.1999	3.42483
ENSG00000013016	2.00541	1.4051	2.24274
ENSG00000013275	5.13483	4.97194	3.62778
ENSG00000013288	0.462979	0.381285	0.6213
ENSG00000013293	2.44714	1.37636	0.998846
ENSG00000013297	18.5691	31.9184	10.1752
ENSG00000013306	5.57417	5.86214	10.5184
ENSG00000013364	1.46688	9.53771	1.67019
ENSG00000013374	5.22437	2.02449	8.0721
ENSG00000013375	1.20036	4.81589	2.24259
ENSG00000013392	0.256801	0.693618	0.950147
ENSG00000013441	45.4689	35.6948	91.4613
ENSG00000013503	0.184336	0.678169	1.07621
ENSG00000013523	0.852635	1.49546	0.165782
ENSG00000013561	6.3875	39.8038	4.60874
ENSG00000013563	0.348421	1.72176	0.522252
ENSG00000013573	2.28754	1.62669	0.614109
ENSG00000013583	10.4707	6.11469	4.23277
ENSG00000013588	0	0	0
ENSG00000013619	1.0708	0.74563	0.559459
ENSG00000013725	0.0849675	0.769596	0.110919
ENSG00000013810	1.85442	0.706906	1.2178
ENSG00000014123	3.26585	2.81649	3.04666
ENSG00000014138	0.521469	0.513983	0.742024
ENSG00000014164	1.09021	0.388033	0.0976192
ENSG00000014216	6.15619	5.45176	2.2146
ENSG00000014257	0	0	0
ENSG00000014641	92.9644	55.667	39.1852
ENSG00000014824	9.82749	3.75625	8.92676
ENSG00000014914	0.757186	0.180485	0.258525
ENSG00000014919	4.06073	2.33582	3.59685
ENSG00000015133	0.355489	0.184347	0.729491
ENSG00000015153	4.15844	41.5116	14.7587
ENSG00000015171	13.747	22.9017	10.3168
ENSG00000015285	0.542229	0.131964	0.710132
ENSG00000015413	0	0	0
ENSG00000015475	9.49811	4.77797	3.43651
ENSG00000015479	40.6563	159.04	26.0663
ENSG00000015520	0	0	0
ENSG00000015532	0.713325	0.578082	2.53151
ENSG00000015568	0	0	2.1127
ENSG00000015592	13.556	21.4454	15.5896
ENSG00000015676	5.11878	15.9312	35.2139
ENSG00000016082	0	0	0
ENSG00000016391	2.20611	1.36789	2.00866
ENSG00000016402	2.75189	1.3164	0.928742
ENSG00000016490	0	0	0
ENSG00000016602	1.91927	1.77469	0
ENSG00000016864	2.3794	5.30426	2.81012
ENSG00000017260	5.7356	7.8107	6.36759
ENSG00000017427	0.552544	0.275018	0.120561
ENSG00000017483	5.16355	2.1199	2.84867
ENSG00000017797	4.54161	4.52923	4.44814
ENSG00000018189	17.724	11.6688	15.5796
ENSG00000018236	22.1308	10.5178	17.0278
ENSG00000018280	0.761445	1.07057	4.286
ENSG00000018408	9.36984	3.35087	3.64648
ENSG00000018510	1.12947	1.12212	1.65446
ENSG00000018607	0	0	0
ENSG00000018610	3.33045	2.60321	2.4832
ENSG00000018625	17.2963	19.3387	12.1249
ENSG00000018699	1.53734	0.761879	1.56745
ENSG00000018869	1.77467	0.175686	0.918217
ENSG00000019102	0.285951	0.501909	0
ENSG00000019144	4.9576	10.6617	5.52474
ENSG00000019169	0.207885	0	0
ENSG00000019186	0	0.155082	0
ENSG00000019485	0.706513	0.259233	0.700977
ENSG00000019505	2.2677	2.45163	1.52893
ENSG00000019549	0.246104	0.221917	0
ENSG00000019582	55.4137	34.6749	27.8414
ENSG00000019991	0.10122	0.404793	0.151572
ENSG00000019995	0.678752	3.15089	1.07752
ENSG00000020129	27.5764	23.3387	28.1366
ENSG00000020181	0.441987	0.31807	0
ENSG00000020219	0	0	0
ENSG00000020256	0.690485	0.737267	0.973498
ENSG00000020426	24.2874	20.7951	17.3539
ENSG00000020577	2.65935	4.9104	7.4467
ENSG00000020633	0.0809847	0.233997	0
ENSG00000020922	1.16779	6.88	2.55502
ENSG00000021300	322.806	193.236	350.002
ENSG00000021355	3.05859	0.710915	0.927273
ENSG00000021461	0	0	0
ENSG00000021488	0.555506	0	0
ENSG00000021574	2.87936	2.33429	2.0988
ENSG00000021645	5.85756	6.98278	11.1529
ENSG00000021762	1.69379	4.47397	0.937306
ENSG00000021776	1.33059	1.50273	1.43955
ENSG00000021826	0.561594	0.50998	0.169587
ENSG00000021852	0	0	0
ENSG00000022267	27.696	500.11	21.8674
ENSG00000022277	12.8107	7.03533	9.847
ENSG00000022355	4.81347	5.28072	5.89108
ENSG00000022556	0	0	0
ENSG00000022567	0	1.10601	1.23479
ENSG00000022840	33.937	73.5478	43.9547
ENSG00000022976	0.721988	0.397289	1.95222
ENSG00000023041	3.69607	6.38496	5.50293
ENSG00000023171	1.81677	1.48716	1.8724
ENSG00000023191	7.43191	6.71616	2.34394
ENSG00000023228	3.98002	3.85794	6.10687
ENSG00000023287	5.60856	10.4937	10.4344
ENSG00000023318	2.26678	1.39721	0.427437
ENSG00000023330	1.53749	2.71869	0.608378
ENSG00000023445	0.449262	0.385516	0.329055
ENSG00000023516	4.63702	3.37843	4.42744
ENSG00000023572	7.75754	5.89166	8.01372
ENSG00000023608	1.09861	0.615554	0.539462
ENSG00000023697	8.77844	10.0392	19.589
ENSG00000023734	43.6704	42.8809	36.2452
ENSG00000023839	0	0	0
ENSG00000023892	1.94597	3.06539	0.510102
ENSG00000023902	5.56053	8.65107	9.62084
ENSG00000023909	2.322	0.659682	0.715208
ENSG00000024048	1.43755	1.63546	0.842482
ENSG00000024422	1.3799	1.0292	0.927239
ENSG00000024526	0	0	0
ENSG00000024862	6.0289	6.93833	4.28476
ENSG00000025039	2.1034	2.66411	4.57131
ENSG00000025156	1.69054	0.819147	1.28261
ENSG00000025293	3.3007	5.6096	1.18453
ENSG00000025423	1.06158	1.15703	1.43024
ENSG00000025434	1.29498	2.57168	1.57335
ENSG00000025708	0.512027	0.894129	0.877971
ENSG00000025770	4.02754	9.88451	5.49273
ENSG00000025772	2.3063	2.28202	0.609167
ENSG00000025796	9.45337	12.1353	5.69227
ENSG00000025800	1.29288	1.47775	1.18617
ENSG00000026025	35.415	297.002	25.8683
ENSG00000026036	0.139683	0.364883	0
ENSG00000026103	0.611329	0.876857	0.294017
ENSG00000026297	40.4111	25.7416	45.4274
ENSG00000026508	10.0602	0.431653	1.14646
ENSG00000026559	0.226429	0.294044	0
ENSG00000026652	4.05041	3.83287	2.55005
ENSG00000026751	0	0	0
ENSG00000026950	0.613173	0.768596	0.247682
ENSG00000027001	7.75943	5.38441	0.212305
ENSG00000027075	0.909865	0.141627	0
ENSG00000027644	0	0	0
ENSG00000027697	15.7011	9.41099	7.10182
ENSG00000027847	0.600243	1.10331	0.372613
ENSG00000027869	0	0	0
ENSG00000028116	2.80479	4.63469	5.23803
ENSG00000028137	0.132776	0.396519	0.0878631
ENSG00000028203	4.61341	3.34275	5.91807
ENSG00000028277	0.388607	0.260525	2.22388
ENSG00000028310	2.60353	2.31971	4.08902
ENSG00000028528	4.6092	4.88739	4.43623
ENSG00000028839	4.39421	13.9884	2.09564
ENSG00000029153	0.128879	0.286628	0.092324
ENSG00000029363	5.8793	4.51199	6.08737
ENSG00000029364	2.08491	1.56096	1.46545
ENSG00000029534	0.169438	0.109778	0.379818
ENSG00000029559	0	0	0
ENSG00000029639	5.65289	0.730547	4.31241
ENSG00000029725	17.7371	16.5066	20.3626
ENSG00000029993	2.82451	3.28393	6.21715
ENSG00000030066	1.26382	1.08747	0.561026
ENSG00000030110	0.405331	0.54557	0.172248
ENSG00000030304	0	0	0
ENSG00000030419	1.13208	1.45223	0.322854
ENSG00000030582	5.98015	5.54105	1.88361
ENSG00000031003	2.1005	2.72356	2.64491
ENSG00000031081	0.485715	1.09048	1.62958
ENSG00000031691	5.63158	3.13567	3.11656
ENSG00000031698	6.48286	7.68501	6.94942
ENSG00000031823	3.37531	3.26081	2.32265
ENSG00000032219	2.93367	5.2599	1.75542
ENSG00000032389	6.75538	3.52729	2.58745
ENSG00000032444	7.08489	10.1253	12.4309
ENSG00000032742	5.76159	3.47906	3.21105
ENSG00000033011	0.916934	0	0.822083
ENSG00000033030	2.19438	2.22874	2.16098
ENSG00000033050	1.1845	4.17392	2.44675
ENSG00000033100	0.4672	3.61277	0.480893
ENSG00000033122	6.29168	10.6856	4.99766
ENSG00000033170	16.7123	10.9051	9.45038
ENSG00000033178	6.59693	1.69259	1.86509
ENSG00000033327	10.8452	17.9711	18.6388
ENSG00000033627	7.52274	12.6733	9.99215
ENSG00000033800	2.4038	27.8329	3.61369
ENSG00000033867	1.13197	0.554021	4.81022
ENSG00000034053	11.2696	5.81245	5.94421
ENSG00000034152	1.41537	0.432486	0.342338
ENSG00000034239	0.843005	1.09482	0.318003
ENSG00000034510	724.709	788.711	324.299
ENSG00000034533	1.65048	1.13084	0.531228
ENSG00000034677	5.02185	1.17338	4.4915
ENSG00000034693	2.91212	8.20572	0
ENSG00000034713	85.0339	69.4254	58.836
ENSG00000034971	0	0	0
ENSG00000035115	7.69667	12.307	4.62706
ENSG00000035141	2.5052	1.85725	1.51906
ENSG00000035403	3.60282	11.4297	1.46827
ENSG00000035499	0.192526	0.16352	0
ENSG00000035664	1.12015	3.19882	0.431424
ENSG00000035681	3.2783	5.03526	3.27322
ENSG00000035687	5.43863	8.20765	3.70334
ENSG00000035720	0	0	0
ENSG00000035862	13.0581	10.9789	5.82969
ENSG00000035928	3.1082	2.69745	1.76084
ENSG00000036054	6.09922	5.25947	4.27102
ENSG00000036257	11.8863	90.1728	13.5226
ENSG00000036448	2.91595	4.70316	3.39346
ENSG00000036473	0	0	0
ENSG00000036530	2.79767	1.93754	1.98031
ENSG00000036549	3.23099	13.4021	1.97008
ENSG00000036565	0	0.133927	0
ENSG00000036672	1.48644	1.54991	1.23134
ENSG00000036828	0.0357887	0	0
ENSG00000037042	7.78774	14.2739	8.87358
ENSG00000037241	4.74319	6.22301	4.0244
ENSG00000037280	0.125958	0.0773544	0
ENSG00000037474	1.99096	3.82931	3.33587
ENSG00000037637	0.825803	0.468123	0.880819
ENSG00000037749	2.71227	0.297088	0
ENSG00000037757	1.30329	1.28266	0.42099
ENSG00000037897	3.90195	0	0.736807
ENSG00000037965	0	1.2747	0
ENSG00000038002	1.34318	0.785583	3.73466
ENSG00000038210	1.1982	0.605675	0.371978
ENSG00000038219	1.22736	1.24718	1.79176
ENSG00000038274	10.0782	10.4861	6.45925
ENSG00000038295	0.121306	0	0.167355
ENSG00000038358	3.68781	5.08352	6.67017
ENSG00000038382	6.24215	5.78795	2.22605
ENSG00000038427	9.5499	19.2817	1.41115
ENSG00000038532	1.53409	0.475871	3.37617
ENSG00000038945	0.317581	0.135599	0.375151
ENSG00000039068	0.106967	0.292304	0.147209
ENSG00000039123	2.07534	3.25229	2.55246
ENSG00000039139	0	0.0200983	0
ENSG00000039319	10.3908	14.9504	5.3916
ENSG00000039523	5.50853	8.93615	6.81989
ENSG00000039537	0	0	0
ENSG00000039560	0.835673	34.057	2.29601
ENSG00000039600	0	0	0
ENSG00000039650	17.6712	13.3618	5.88767
ENSG00000039987	0	0	0
ENSG00000040199	0.655109	1.05847	0.56671
ENSG00000040275	1.71195	0.986189	2.54778
ENSG00000040341	10.2561	12.3346	19.7013
ENSG00000040487	1.54463	1.8174	3.22611
ENSG00000040531	1.46854	1.12102	0.961662
ENSG00000040608	1.14846	0.691747	0.639259
ENSG00000040633	2.00581	0.378902	3.0485
ENSG00000040731	1.97819	3.12084	0.850049
ENSG00000040933	1.5641	0.921985	2.71534
ENSG00000041353	1.75596	6.12018	1.39192
ENSG00000041357	20.8855	13.8054	6.19671
ENSG00000041515	0.207528	0.428451	1.08316
ENSG00000041802	3.46354	2.68156	0.859554
ENSG00000041880	1.00147	2.65527	0.74907
ENSG00000041982	3.17525	2.96602	0.194387
ENSG00000041988	2.00496	2.35624	2.65837
ENSG00000042062	0.417159	0.103176	0.443224
ENSG00000042088	0.222503	0.371812	1.2795
ENSG00000042286	0.414067	0.761964	0.481326
ENSG00000042304	0.289477	0.260161	0
ENSG00000042317	1.50817	3.22128	2.19616
ENSG00000042429	3.72014	1.46623	2.19322
ENSG00000042445	2.69409	1.5989	3.3415
ENSG00000042493	44.3886	18.5352	15.4364
ENSG00000042753	34.4708	44.8694	49.8095
ENSG00000042781	0	0	0
ENSG00000042813	0	0	0
ENSG00000042832	0.33935	0.456593	0
ENSG00000042980	4.46046	2.50295	1.21448
ENSG00000043039	0.155066	0.289059	0
ENSG00000043093	5.10058	9.39854	5.57437
ENSG00000043143	0.202641	3.55688	0.551463
ENSG00000043355	1.20101	1.54167	0.695973
ENSG00000043462	2.61157	1.40522	1.68899
ENSG00000043514	1.49512	3.64088	0.482335
ENSG00000043591	0.344005	0.891367	0.401315
ENSG00000044012	0	0	0
ENSG00000044090	0.430201	0.331902	0.994047
ENSG00000044115	16.5174	21.3363	35.2831
ENSG00000044446	1.44595	0.444271	0.766042
ENSG00000044459	0.491773	0.478037	1.21437
ENSG00000044524	0.239296	0.420643	0
ENSG00000044574	4.9171	4.34674	0.705928
ENSG00000046604	0.142599	0.0629238	0
ENSG00000046647	1.34497	3.27012	1.469
ENSG00000046651	18.7386	2.19983	11.4409
ENSG00000046653	306.369	158.245	321.862
ENSG00000046774	0	0	0
ENSG00000046889	2.11283	1.40565	3.37398
ENSG00000047056	1.40685	1.29444	0.649416
ENSG00000047188	1.53768	4.82444	2.3686
